,Voltage,Current
0,1.038123167155426,-5.641495601173076e-07
1,3.078812316715542,-8.427419354838719e-07
2,4.39516129032258,-9.263196480938411e-07
3,5.244868035190617,-9.402492668621747e-07
4,5.774193548387096,-9.541788856304975e-07
5,6.10850439882698,-9.263196480938411e-07
6,6.303519061583579,-9.263196480938411e-07
7,6.407991202346043,-9.263196480938411e-07
8,6.442815249266861,-9.263196480938411e-07
9,6.4358504398826994,-9.123900293255147e-07
10,6.394061583577713,-9.123900293255147e-07
11,6.32441348973607,-8.984604105571882e-07
12,6.254765395894427,-8.845307917888548e-07
13,6.164222873900293,-9.263196480938411e-07
14,6.073680351906159,-8.984604105571882e-07
15,5.997067448680351,-8.984604105571882e-07
16,5.89259530791789,-8.984604105571882e-07
17,5.788123167155426,-8.706011730205319e-07
18,5.690615835777127,-8.984604105571882e-07
19,5.600073313782993,-8.845307917888548e-07
20,5.467741935483872,-8.845307917888548e-07
21,5.370234604105573,-8.706011730205319e-07
22,5.279692082111438,-8.427419354838719e-07
23,5.168255131964809,-8.566715542521983e-07
24,5.07074780058651,-8.566715542521983e-07
25,4.966275659824046,-8.288123167155455e-07
26,4.861803519061585,-8.288123167155455e-07
27,4.750366568914956,-8.427419354838719e-07
28,4.652859237536656,-8.00953079178889e-07
29,4.534457478005866,-7.87023460410559e-07
30,4.4439149560117315,-7.591642228739026e-07
31,4.332478005865102,-7.591642228739026e-07
32,4.234970674486803,-7.591642228739026e-07
33,4.123533724340177,-7.173753665689163e-07
34,4.0260263929618745,-7.034457478005863e-07
35,3.914589442815249,-6.895161290322598e-07
36,3.8170821114369495,-6.616568914956034e-07
37,3.705645161290324,-6.337976539589434e-07
38,3.6081378299120246,-5.920087976539605e-07
39,3.5036656891495603,-5.780791788856305e-07
40,3.3991935483870996,-5.780791788856305e-07
41,3.301686217008797,-5.223607038123177e-07
42,3.190249266862171,-5.084310850439877e-07
43,3.0857771260997087,-4.3878299120234485e-07
44,2.967375366568916,-3.9699413489736203e-07
45,2.869868035190617,-3.6913489736070205e-07
46,2.7584310850439895,-3.2734604105571917e-07
47,2.6678885630498534,-2.7162756598240635e-07
48,2.563416422287389,-2.2983870967741637e-07
49,2.4519794721407635,-1.7412023460410708e-07
50,2.3544721407624642,-9.054252199413781e-08
51,2.243035190615837,-4.8753665689154956e-08
52,2.1246334310850443,2.0894428152487876e-08
53,2.027126099706745,4.875366568914785e-08
54,1.9156891495601176,6.964809384164994e-09
55,1.8181818181818201,6.268328445747428e-08
56,1.7067448680351909,2.0894428152487876e-08
57,1.6092375366568934,3.482404692082142e-08
58,1.5047653958944291,3.482404692082142e-08
59,1.3933284457478017,3.482404692082142e-08
60,1.2888563049853374,4.875366568914785e-08
61,1.1843841642228732,4.875366568914785e-08
62,1.086876832844574,4.875366568914785e-08
63,0.9754398826979482,6.268328445747428e-08
64,0.8709677419354858,2.0894428152487876e-08
65,0.7734604105571847,4.875366568914785e-08
66,0.668988269794724,4.875366568914785e-08
