,Voltage,Current
0,1.038123167155426,-5.571847507331391e-07
1,3.0718475073313805,-1.5043988269794718e-06
2,4.402126099706745,-1.8247800586510259e-06
3,5.244868035190617,-1.9501466275659853e-06
4,5.774193548387096,-1.9640762463343116e-06
5,6.115469208211145,-1.9640762463343116e-06
6,6.303519061583579,-1.9919354838709714e-06
7,6.407991202346043,-1.9640762463343116e-06
8,6.4358504398826994,-1.9501466275659853e-06
9,6.4358504398826994,-1.9362170087976514e-06
10,6.380131964809387,-1.908357771260995e-06
11,6.317448680351909,-1.8665689149560088e-06
12,6.240835777126101,-1.8387096774193558e-06
13,6.164222873900293,-1.796920821114366e-06
14,6.066715542521994,-1.796920821114366e-06
15,5.983137829912025,-1.755131964809383e-06
16,5.871700879765399,-1.727272727272723e-06
17,5.781158357771261,-1.6854838709677402e-06
18,5.6766862170088,-1.6854838709677402e-06
19,5.579178885630501,-1.6158357771260973e-06
20,5.467741935483872,-1.6158357771260973e-06
21,5.370234604105573,-1.5740469208211146e-06
22,5.272727272727273,-1.5322580645161281e-06
23,5.161290322580648,-1.5043988269794718e-06
24,5.05681818181818,-1.4904692082111417e-06
25,4.959310850439884,-1.406891495601176e-06
26,4.847873900293255,-1.406891495601176e-06
27,4.736436950146629,-1.3372434017595333e-06
28,4.645894428152495,-1.3093841642228733e-06
29,4.534457478005866,-1.2675953079178904e-06
30,4.4230205278592365,-1.225806451612904e-06
31,4.311583577712611,-1.2118768328445774e-06
32,4.234970674486803,-1.1282991202346047e-06
33,4.123533724340177,-1.1143695014662746e-06
34,4.0260263929618745,-1.072580645161292e-06
35,3.914589442815249,-9.89002932551319e-07
36,3.8170821114369495,-9.472140762463326e-07
37,3.698680351906159,-9.054252199413462e-07
38,3.6011730205278596,-8.218475073313804e-07
39,3.4897360703812303,-7.939882697947205e-07
40,3.392228739002933,-7.382697947214076e-07
41,3.2877565982404686,-6.686217008797648e-07
42,3.183284457478006,-6.546920821114348e-07
43,3.0718475073313805,-5.711143695014656e-07
44,2.9743401759530776,-4.875366568914963e-07
45,2.869868035190617,-4.03958944281527e-07
46,2.7584310850439895,-3.900293255131935e-07
47,2.6539589442815252,-3.3431085043988416e-07
48,2.5564516129032278,-2.3680351906158492e-07
49,2.4519794721407635,-1.8108504398827207e-07
50,2.347507331378301,-1.2536656891495568e-07
51,2.23607038123167,-4.1788856304986414e-08
52,2.1315982404692093,-2.7859237536656422e-08
53,2.020161290322582,1.3929618768329988e-08
54,1.9156891495601176,1.3929618768329988e-08
55,1.8181818181818201,2.7859237536656422e-08
56,1.7137096774193559,2.7859237536656422e-08
57,1.6022727272727266,4.178885630498286e-08
58,1.4978005865102624,2.7859237536656422e-08
59,1.3793988269794717,1.3929618768329988e-08
60,1.2818914956011742,2.7859237536656422e-08
61,1.1843841642228732,1.3929618768329988e-08
62,1.0729472140762457,2.7859237536656422e-08
63,0.9684750733137832,2.7859237536656422e-08
64,0.877932551319649,2.7859237536656422e-08
65,0.7734604105571847,5.57184750733164e-08
66,0.668988269794724,5.57184750733164e-08
67,0.5575513196480948,2.7859237536656422e-08
68,0.45307917888563054,1.3929618768329988e-08
