,Voltage,Current
0,1.0520527859237525,-5.711143695014691e-07
1,3.078812316715542,-3.7609970674487413e-07
2,4.39516129032258,-2.646627565982449e-07
3,5.237903225806452,-1.6715542521994565e-07
4,5.788123167155426,-1.1143695014662925e-07
5,6.12243401759531,-6.964809384164638e-08
6,6.303519061583579,-4.1788856304993514e-08
7,6.4149560117302045,-4.1788856304993514e-08
8,6.449780058651029,-1.392961876833354e-08
9,6.4358504398826994,-2.7859237536659976e-08
10,6.401026392961878,1.3929618768326434e-08
11,6.331378299120235,-3.552713678800501e-21
12,6.254765395894427,-3.552713678800501e-21
13,6.178152492668623,1.3929618768326434e-08
14,6.073680351906159,-3.552713678800501e-21
15,5.99010263929619,2.785923753664932e-08
16,5.89259530791789,1.3929618768326434e-08
17,5.788123167155426,1.3929618768326434e-08
18,5.697580645161292,-3.552713678800501e-21
19,5.600073313782993,-3.552713678800501e-21
20,5.474706744868037,1.3929618768326434e-08
21,5.377199413489738,2.785923753664932e-08
22,5.279692082111438,-3.552713678800501e-21
23,5.175219941348974,2.785923753664932e-08
24,5.07074780058651,1.3929618768326434e-08
25,4.966275659824046,2.785923753664932e-08
26,4.868768328445746,2.785923753664932e-08
27,4.764296187683286,1.3929618768326434e-08
28,4.652859237536656,2.785923753664932e-08
29,4.541422287390027,1.3929618768326434e-08
30,4.4439149560117315,2.785923753664932e-08
31,4.346407624633432,1.3929618768326434e-08
32,4.234970674486803,2.785923753664932e-08
33,4.130498533724342,1.3929618768326434e-08
34,4.0260263929618745,2.785923753664932e-08
35,3.921554252199414,1.3929618768326434e-08
36,3.8240469208211163,-3.552713678800501e-21
37,3.712609970674489,4.178885630498286e-08
38,3.6011730205278596,1.3929618768326434e-08
39,3.5106304985337253,4.178885630498286e-08
40,3.406158357771261,-3.552713678800501e-21
41,3.301686217008797,1.3929618768326434e-08
42,3.190249266862171,1.3929618768326434e-08
43,3.099706744868035,1.3929618768326434e-08
44,2.9813049853372444,4.178885630498286e-08
45,2.87683284457478,2.785923753664932e-08
46,2.7723607038123177,2.785923753664932e-08
47,2.6748533724340184,4.178885630498286e-08
48,2.577346041055719,1.3929618768326434e-08
49,2.4659090909090917,2.785923753664932e-08
50,2.3544721407624642,2.785923753664932e-08
51,2.243035190615837,4.178885630498286e-08
52,2.1315982404692093,1.3929618768326434e-08
53,2.041055718475075,4.178885630498286e-08
54,1.9156891495601176,2.785923753664932e-08
55,1.8251466275659816,2.785923753664932e-08
56,1.7206744868035209,5.571847507330929e-08
57,1.6092375366568934,4.178885630498286e-08
58,1.5117302052785924,2.785923753664932e-08
59,1.400293255131965,4.178885630498286e-08
60,1.2888563049853374,4.178885630498286e-08
61,1.17741935483871,2.785923753664932e-08
62,1.0799120234604125,4.178885630498286e-08
63,0.9615102639296182,2.785923753664932e-08
64,0.877932551319649,2.785923753664932e-08
65,0.7804252199413497,2.785923753664932e-08
66,0.6759530791788855,4.178885630498286e-08
67,0.5645161290322598,2.785923753664932e-08
68,0.46700879765396053,2.785923753664932e-08
69,0.3625366568914963,4.178885630498286e-08
70,0.25806451612903203,1.3929618768326434e-08
71,0.13966275659824134,4.178885630498286e-08
72,0.04912023460410708,2.785923753664932e-08
73,-0.05535190615835717,4.178885630498286e-08
74,-0.16678885630498463,1.3929618768326434e-08
75,-0.2573313782991189,4.178885630498286e-08
76,-0.36180351906158315,4.178885630498286e-08
77,-0.4593108504398824,1.3929618768326434e-08
78,-0.5707478005865099,2.785923753664932e-08
79,-0.6682551319648091,2.785923753664932e-08
80,-0.7727272727272716,2.785923753664932e-08
81,-0.8841642228738991,4.178885630498286e-08
82,-0.9747067448680351,2.785923753664932e-08
83,-1.0931085043988276,2.785923753664932e-08
84,-1.190615835777125,4.178885630498286e-08
85,-1.2950879765395893,2.785923753664932e-08
86,-1.4134897360703818,4.178885630498286e-08
87,-1.504032258064516,4.178885630498286e-08
88,-1.6154692082111417,4.178885630498286e-08
89,-1.719941348973606,4.178885630498286e-08
90,-1.810483870967742,4.178885630498286e-08
91,-1.9288856304985327,2.785923753664932e-08
92,-2.033357771260997,5.571847507330929e-08
93,-2.1447947214076244,4.178885630498286e-08
94,-2.2423020527859236,2.785923753664932e-08
95,-2.346774193548388,2.785923753664932e-08
96,-2.437316715542522,4.178885630498286e-08
97,-2.555718475073313,4.178885630498286e-08
98,-2.660190615835777,4.178885630498286e-08
99,-2.7507331378299114,4.178885630498286e-08
100,-2.876099706744867,4.178885630498286e-08
101,-2.9736070381231663,4.178885630498286e-08
102,-3.0780791788856305,4.178885630498286e-08
103,-3.17558651026393,4.178885630498286e-08
104,-3.2870234604105573,4.178885630498286e-08
105,-3.3706011730205283,4.178885630498286e-08
106,-3.4820381231671558,4.178885630498286e-08
107,-3.5865102639296182,4.178885630498286e-08
108,-3.6909824046920807,2.785923753664932e-08
109,-3.795454545454545,2.785923753664932e-08
110,-3.9068914956011724,5.571847507330929e-08
111,-4.011363636363636,4.178885630498286e-08
112,-4.108870967741936,4.178885630498286e-08
113,-4.19941348973607,6.964809384163573e-08
114,-4.324780058651026,4.178885630498286e-08
115,-4.429252199413488,2.785923753664932e-08
116,-4.533724340175953,5.571847507330929e-08
117,-4.64516129032258,2.785923753664932e-08
118,-4.742668621700879,5.571847507330929e-08
119,-4.847140762463344,4.178885630498286e-08
120,-4.944648093841641,4.178885630498286e-08
121,-5.049120234604105,4.178885630498286e-08
122,-5.153592375366569,5.571847507330929e-08
123,-5.258064516129032,6.964809384163573e-08
124,-5.362536656891496,4.178885630498286e-08
125,-5.473973607038124,4.178885630498286e-08
126,-5.578445747800586,4.178885630498286e-08
127,-5.6759530791788855,4.178885630498286e-08
128,-5.780425219941349,5.571847507330929e-08
129,-5.857038123167155,1.3929618768326434e-08
130,-5.870967741935484,2.785923753664932e-08
131,-5.857038123167155,1.3929618768326434e-08
132,-5.808284457478006,-3.552713678800501e-21
133,-5.745601173020527,1.3929618768326434e-08
134,-5.655058651026392,-3.552713678800501e-21
135,-5.564516129032257,1.3929618768326434e-08
136,-5.480938416422287,-3.552713678800501e-21
137,-5.376466275659824,-3.552713678800501e-21
138,-5.2859237536656885,-1.392961876833354e-08
139,-5.181451612903226,1.3929618768326434e-08
