,Voltage,Current
0,1.038123167155426,-5.641495601173076e-07
1,3.0718475073313805,-8.984604105571918e-07
2,4.39516129032258,-1.0795454545454603e-06
3,5.244868035190617,-1.0934750733137868e-06
4,5.774193548387096,-1.1074046920821203e-06
5,6.10850439882698,-1.1352639296187731e-06
6,6.296554252199414,-1.1074046920821203e-06
7,6.401026392961878,-1.1352639296187731e-06
8,6.442815249266861,-1.1213343108504432e-06
9,6.4358504398826994,-1.1074046920821203e-06
10,6.373167155425222,-1.1074046920821203e-06
11,6.317448680351909,-1.0795454545454603e-06
12,6.247800586510266,-1.0656158357771305e-06
13,6.164222873900293,-1.0795454545454603e-06
14,6.059750733137832,-1.0795454545454603e-06
15,5.969208211143695,-1.0795454545454603e-06
16,5.864736070381234,-1.0656158357771305e-06
17,5.781158357771261,-1.0516862170088004e-06
18,5.6766862170088,-1.0516862170088004e-06
19,5.579178885630501,-1.0377565982404775e-06
20,5.467741935483872,-9.959677419354876e-07
21,5.370234604105573,-9.820381231671575e-07
22,5.265762463343108,-9.820381231671575e-07
23,5.154325513196483,-9.681085043988346e-07
24,5.049853372434018,-9.681085043988346e-07
25,4.952346041055719,-9.402492668621747e-07
26,4.847873900293255,-9.123900293255147e-07
27,4.736436950146629,-9.123900293255147e-07
28,4.631964809384165,-8.984604105571918e-07
29,4.520527859237536,-8.706011730205319e-07
30,4.4369501466275665,-8.566715542522055e-07
31,4.318548387096776,-8.427419354838719e-07
32,4.228005865102638,-7.870234604105626e-07
33,4.123533724340177,-7.452346041055762e-07
34,4.005131964809383,-7.452346041055762e-07
35,3.921554252199414,-7.452346041055762e-07
36,3.810117302052788,-6.895161290322634e-07
37,3.691715542521994,-6.755865102639334e-07
38,3.6011730205278596,-6.059384164222905e-07
39,3.496700879765397,-5.920087976539676e-07
40,3.392228739002933,-5.641495601173076e-07
41,3.2947214076246354,-5.084310850439913e-07
42,3.183284457478006,-4.52712609970682e-07
43,3.078812316715542,-4.1092375366569557e-07
44,2.967375366568916,-3.5520527859237915e-07
45,2.869868035190617,-3.2734604105571917e-07
46,2.7584310850439895,-2.716275659824099e-07
47,2.6539589442815252,-2.0197947214076706e-07
48,2.5564516129032278,-1.7412023460411062e-07
49,2.4519794721407635,-1.044721407624678e-07
50,2.3405425219941343,-2.089442815249498e-08
51,2.2291055718475086,3.482404692081431e-08
52,2.1246334310850443,2.0894428152487876e-08
53,2.020161290322582,2.0894428152487876e-08
54,1.9087243401759544,2.0894428152487876e-08
55,1.8112170087976533,3.482404692081431e-08
56,1.7067448680351909,2.0894428152487876e-08
57,1.5953079178885652,3.482404692081431e-08
58,1.4978005865102624,2.0894428152487876e-08
59,1.3793988269794717,3.482404692081431e-08
60,1.2818914956011742,3.482404692081431e-08
61,1.1704545454545467,4.875366568914785e-08
62,1.0659824046920825,2.0894428152487876e-08
63,0.9754398826979482,3.482404692081431e-08
64,0.8709677419354858,3.482404692081431e-08
65,0.7664956011730215,2.0894428152487876e-08
66,0.6620234604105573,3.482404692081431e-08
67,0.5575513196480948,2.0894428152487876e-08
