,c,t,ne,Te
535,4664.0,104188,33873.573643660806,9999.999999957683
536,4666.0,104262,25529.975943111393,7246.152275436989
537,4670.0,104713,30522.99582457406,7378.967687478741
538,4672.0,104799,22854.67982558692,6427.765726557012
539,4674.0,104877,30176.39342759826,7690.672373359656
540,4676.0,104962,24209.80239980452,4950.507945303922
541,4678.0,105036,30168.477749487178,9999.999996056584
542,4680.0,105121,24777.82630686464,3687.7812132577837
543,4682.0,105210,30320.784729194605,9838.410426694649
544,4684.0,105284,26878.447152133285,3732.797640038697
545,4686.0,105368,25636.702138762623,8651.991473701162
546,4690.0,105533,22579.223203195605,7505.88324221895
547,4692.0,105613,28734.18915546064,3942.572785150005
548,4694.0,105701,19781.40610902203,5585.0419540896655
549,4696.0,105774,29203.13756043711,4334.855782005141
550,4698.0,105859,21340.15052073476,5255.804919851348
551,4700.0,105937,33155.412534466,6408.294100047523
552,4702.0,106022,23634.992794355538,3916.6483121438027
553,4704.0,106096,31257.032572921667,7629.551981693334
554,4706.0,106181,25100.583483063227,3930.4480984600796
555,4710.0,106626,31583.61810473905,4939.399718412288
556,4712.0,106711,27217.224836628906,3249.570483492832
557,4714.0,106785,32032.987660493953,6220.440737713323
558,4716.0,106870,27740.931874142618,2381.1409366610483
559,4718.0,106948,26457.779521717825,4516.160580027228
560,4720.0,107032,29292.422677516235,2335.898278738333
561,4722.0,107107,21540.934383589447,3091.6325160860047
562,4724.0,107191,30324.44748162148,2524.904975837743
563,4726.0,107269,21920.269808047928,3076.376805195396
564,4730.0,107435,24034.04487160818,3100.5673701326364
565,4732.0,107522,32490.445391015885,3100.616571582453
566,4734.0,107599,27415.060739529006,3772.3752436544787
567,4736.0,107753,26707.28469327076,1674.5315898221734
568,4738.0,107822,28214.554523087863,3960.6887715525377
569,4740.0,107902,30124.29449507111,1815.5300846752884
570,4742.0,107985,23618.159506094777,2449.8412533613473
571,4744.0,108055,33769.50668125381,2329.348893616488
572,4746.0,108134,23573.82887327586,2343.9815673187018
573,4750.0,108545,34678.056233340445,2796.595909198458
574,4752.0,108614,29350.87742238479,1843.589342858376
575,4754.0,108698,29758.59485097957,2731.5929492954624
576,4756.0,108767,31877.864061067317,1764.4053950400814
577,4758.0,108848,23825.42056029974,1759.8635887686542
578,4760.0,108917,36417.539860503006,2380.948672588472
579,4762.0,109000,26612.994020459253,2144.7502750164435
580,4764.0,109069,36895.46110956434,3058.345130116466
581,4766.0,109150,29095.58430287039,1674.0835715281657
582,4770.0,109309,30360.4205888881,1544.9446883228734
583,4772.0,109391,30212.311618691274,2312.6075435602825
584,4774.0,109461,33773.5078267045,1560.3304207435813
585,4776.0,109540,25905.870311966955,1721.0433203512216
586,4778.0,109613,38038.96344967402,2320.466598214949
587,4780.0,109693,28737.36073231745,1851.9356169423968
588,4782.0,109762,36569.10513532227,2337.3034373745854
589,4784.0,109846,29549.204300354162,1467.629877216041
590,4786.0,109918,31458.3860994058,2350.528211532868
591,4790.0,110340,33440.40572514443,1144.174305448381
592,4792.0,110422,27644.049169499835,1434.2830757846455
593,4794.0,110491,38269.33533279381,1438.0584224707395
594,4796.0,110574,29107.044819963005,1609.705032704298
595,4798.0,110654,39589.288811556835,1517.6019890710536
596,4800.0,110724,29825.953516571044,1105.0916899813797
597,4802.0,110804,35587.448441453045,1448.2867949456318
598,4804.0,110876,32426.58046575475,1148.8456662797896
599,4806.0,110957,30629.861064822268,1143.1746170325837
600,4810.0,111115,29036.736829973892,1346.11834797919
601,4812.0,111186,40970.80950204032,1399.773096630357
602,4814.0,111270,30942.560150031717,1185.1286955992537
603,4816.0,111339,39800.005301307814,1399.0905119880435
604,4818.0,111420,31479.098667783877,951.8956627413093
605,4820.0,111489,33522.778489966375,1092.6220980190412
606,4822.0,111573,34483.81238012455,1149.3392596242716
607,4824.0,111642,30545.217814891017,1055.9446029377586
608,4826.0,111723,39766.60797566276,1756.8444049297436
609,4830.0,112145,32258.132298786077,1045.4271104646998
610,4832.0,112229,42247.04124010405,1387.2952706338235
611,4834.0,112298,32873.96625582481,874.4064108769213
612,4836.0,112379,38283.635619236906,1457.06388689437
613,4838.0,112448,34995.63230828582,898.5554564133872
614,4840.0,112532,33012.644692582704,703.7840183068317
615,4842.0,112601,40560.819235672214,922.1716016324585
616,4844.0,112735,39320.48606373077,1005.9084206465277
617,4846.0,112804,34862.1710182427,933.8809066116369
618,4850.0,112963,37984.34784360045,821.1411568468749
619,4852.0,113047,34224.45538228114,1107.3926510946458
620,4854.0,113116,42350.448796959325,918.3110686376061
621,4856.0,113197,34238.29522366031,915.4527732573774
622,4858.0,113279,42248.36693985845,903.2286211783497
623,4860.0,113349,34971.74875758464,759.0306933358681
624,4862.0,113428,37869.886915175135,747.4048578672418
625,4864.0,113501,35644.2640353117,557.2291585391215
626,4866.0,113582,34415.733651723545,489.6960977042439
627,4870.0,113994,41963.57298187645,818.8083080665145
628,4872.0,114063,37894.81834618784,782.167109082959
629,4874.0,114144,40409.60723124979,827.9848822375601
630,4876.0,114216,36243.08654855541,506.6923174811622
631,4878.0,114297,35916.28931792498,574.5574258173621
632,4880.0,114366,39657.285149296535,887.3888868184233
633,4882.0,114446,36653.705055415754,702.2240251658191
634,4884.0,114529,41857.12073265713,887.2394328758446
635,4886.0,114599,39879.77416914833,827.9649194199069
636,4890.0,114755,39075.392332575306,680.2765549345347
637,4892.0,114841,39413.3777444048,814.9569378808309
638,4894.0,114910,38375.07310323747,0.011204630764455548
639,4896.0,114992,36685.660438182946,729.6027094648634
640,4898.0,115061,41761.17547405299,744.529441878616
641,4900.0,115144,37491.86491698884,511.4053685469838
642,4902.0,115213,43566.12411713357,870.4665790094256
643,4904.0,115294,40418.647835107804,541.4892092644643
644,4906.0,115363,38880.376997818275,825.5426025449872
645,4910.0,115785,39822.26821712302,643.6137185762715
646,4912.0,115869,36066.44275058327,759.5013248304635
647,4914.0,115948,40653.253101736154,544.3172432268354
648,4916.0,116018,40144.09378221299,658.9821674039392
649,4918.0,116101,43580.42709195254,708.8935856329216
650,4920.0,116171,43328.14868266231,715.8980570402935
651,4922.0,116251,41971.68475290855,736.3859752692058
652,4924.0,116320,41444.882358757444,412.62267228010666
653,4926.0,116403,37941.73193720488,772.7665699219081
654,4930.0,116561,38295.51643301763,608.1720628765003
655,4932.0,116632,44593.560004969935,581.538180967531
656,4934.0,116712,41625.44422759839,614.0655832592669
657,4936.0,116784,44401.138018770354,715.433792437275
658,4938.0,116865,45378.027509853026,740.5630135920484
659,4940.0,116934,39925.71503004953,573.8104213612345
660,4942.0,117014,43874.80062909805,636.1657460131294
661,4944.0,117100,38708.488890885616,485.47252404215175
662,4946.0,117170,44786.79844337735,758.1719615384496
663,4950.0,117590,42252.85291077639,1477.8252396133496
664,4952.0,117670,48570.61195601683,700.0082932666547
665,4954.0,117742,46375.72694494205,651.8146989168372
666,4956.0,117825,45793.43728829439,689.8261477803306
667,4958.0,117894,46028.403103383804,508.02129130949794
668,4960.0,117974,39261.48374480475,529.8768326801552
669,4962.0,118046,48999.38475055128,692.7947374961943
670,4964.0,118127,39937.606407919906,591.4307887596445
671,4966.0,118196,50652.62511212659,748.1043814632438
672,4970.0,118353,48099.483197172005,797.9874822708475
673,4972.0,118439,48411.94061957564,592.4384299211293
674,4974.0,118518,44448.0497919617,565.8952275469944
675,4976.0,118588,49350.51522506407,616.3173978863582
676,4978.0,118668,39572.7191624763,489.48741245346656
677,4980.0,118741,51196.839508674806,633.4980350257101
678,4982.0,118821,42027.668290842776,593.507942450894
679,4984.0,118891,51617.68531581386,697.883163918938
680,4986.0,118971,48803.9240011821,2.7155501954431815
681,4990.0,119385,43490.734720374516,524.3324688921086
682,4992.0,119454,51828.228866769074,589.8984189035978
683,4994.0,119535,39533.555106704705,486.362006668949
684,4996.0,119604,54148.198933613116,623.6791630762144
685,4998.0,119688,45573.74735400742,817.8225398183573
686,5000.0,119767,53906.83158235219,716.667188161536
687,5002.0,119838,50062.80882342747,596.6812476302913
688,5004.0,119917,45948.30921288423,570.9898904502893
689,5006.0,119990,52496.28108931643,511.54790129752536
690,5010.0,120146,53243.38344238727,577.233632650038
691,5012.0,120230,40259.13081320259,510.5218861804276
692,5014.0,120302,55423.100680642034,584.5812183150863
693,5016.0,120383,45979.59760889873,609.3292055664456
694,5018.0,120452,50786.41465731821,602.5569658967108
695,5022.0,120874,54206.796169567984,616.0710691623602
696,5024.0,120955,44632.41031266844,764.8871548969615
697,5026.0,121037,54975.56647903924,605.5971505358228
698,5028.0,121107,42369.84578092186,619.5949719917829
699,5030.0,121187,57792.62433951326,588.4147691972174
700,5032.0,121257,46025.18172318349,474.8751626317621
701,5034.0,121340,54939.84791293777,519.5103536222448
702,5036.0,121409,51414.596484207046,635.0754574478258
703,5038.0,121490,49024.61318148383,696.5126715244447
704,5042.0,121650,43371.28184907828,498.7581711951648
705,5044.0,121721,56207.00386124359,527.0520856307519
706,5046.0,121806,41470.23277566091,431.63677300884643
707,5048.0,121874,58296.88869520546,541.5699069143342
708,5050.0,121958,46777.35389668534,568.0601788835409
709,5052.0,122027,54667.66124720536,666.5145252132129
710,5054.0,122108,53907.20152299146,583.5778530205386
711,5056.0,122177,44812.2848270365,609.387745018998
712,5058.0,122260,56413.326237176516,535.6637892038349
713,5062.0,122682,41960.61766803891,642.3002521114817
714,5064.0,122763,59735.027087713046,564.9839989553449
715,5066.0,122832,46824.011636256975,568.8545785030152
716,5068.0,122916,58568.50937837447,537.5888469012575
717,5070.0,122985,54283.79274395689,585.4053030327215
718,5072.0,123066,50441.51194593286,542.807221642182
719,5074.0,123135,58420.26269714798,480.14238385345635
720,5076.0,123219,42948.4344143337,461.7155843377192
721,5078.0,123288,63459.330764061844,687.1062703179955
722,5082.0,123444,62482.71389758166,860.7318241393806
723,5084.0,123527,49488.47496044149,515.163784328615
724,5086.0,123610,60974.41037305453,823.2051733114768
725,5088.0,123680,56566.873383835846,431.1113977472263
726,5090.0,123759,51314.13406352125,533.3915346355554
727,5092.0,123829,62550.77303121053,431.39172618795425
728,5094.0,123913,44546.658648218036,647.5408181388141
729,5096.0,123982,67326.35736198348,589.0418627845373
730,5098.0,124063,47105.92535257961,512.1575673298373
731,5102.0,124473,61123.620499740726,724.7138099884279
732,5104.0,124545,63330.50059113452,542.5207948668551
733,5106.0,124626,51145.92031377585,743.2144195127032
734,5108.0,124695,67305.35962505382,807.8129543850889
735,5110.0,124775,42953.47763391515,431.5486978181127
736,5112.0,124858,69451.59517910636,740.2494099258826
737,5114.0,124928,48898.50399165882,479.1153717616155
738,5116.0,125007,81720.43951557922,689.2995436116192
739,5118.0,125077,65622.1669730509,597.6773539403082
740,5122.0,125236,70663.83193025505,632.3194582036157
741,5124.0,125319,53892.70904507511,1051.8011750545315
742,5126.0,125388,76902.19620809898,780.6442877428537
743,5128.0,125469,51431.27625250438,711.1837504921922
744,5130.0,125540,78854.69623218551,698.648352666195
745,5132.0,125621,61377.713806189575,697.8148215817764
746,5134.0,125689,69164.66023144769,843.0072472782196
747,5136.0,125774,73791.5815437063,665.995528992111
748,5138.0,125846,57579.4790267919,627.6045380988404
749,5142.0,126266,93408.29060733088,843.7952948608078
750,5144.0,126337,64005.33374546863,689.2250113417361
751,5146.0,126415,94165.91020699567,712.8974744819689
752,5148.0,126488,77402.1993724674,619.9435282061025
753,5150.0,126569,81234.19682858977,627.1530197074219
754,5152.0,126638,87526.85881261264,721.1906458196424
755,5154.0,126718,62823.52845988849,396.89465234224735
756,5156.0,126790,88466.02073329587,664.218107040359
757,5158.0,126871,57350.52883043897,618.4082812409595
758,5162.0,127031,64179.2228866872,837.7650291677638
759,5164.0,127105,79344.22636709754,694.4108910923003
760,5166.0,127185,67819.141075436,615.7392196140814
761,5168.0,127254,62542.41445862933,715.7545389572444
762,5170.0,127335,74877.55399592507,753.8941323253064
763,5172.0,127417,52175.376498083155,728.2255064398548
764,5174.0,127488,79547.41585946437,812.7808877813623
765,5176.0,127567,53969.07683540434,905.8788572963133
766,5178.0,127637,76018.54274000086,754.2702065478267
767,5182.0,128059,61750.514955798484,786.6035475874107
768,5184.0,128143,66116.33003607094,824.8626084386229
769,5186.0,128212,67584.27561761012,760.6238970438878
770,5188.0,128293,50325.28618986849,721.4607703901434
771,5190.0,128362,76304.43740340612,710.4654901528273
772,5192.0,128445,48919.97649880257,621.0402079003192
773,5194.0,128514,76300.45174449164,835.1038620127406
774,5196.0,128595,57798.73589537867,643.328741156805
775,5198.0,128677,70095.49769451263,750.5869111418979
776,5202.0,128835,62173.504922012165,944.9684039394252
777,5204.0,128906,70022.92263101673,804.9766654358215
778,5206.0,128985,46789.33125080143,722.9249519909179
779,5208.0,129058,77002.25240195537,845.5938396155209
780,5210.0,129138,53312.32334046754,819.87269142487
781,5212.0,129207,72350.24697771722,747.9471938009438
782,5214.0,129288,60282.85606507225,792.8601580774703
783,5216.0,129360,60927.08105151908,739.9954453944388
784,5218.0,129440,67535.05907620722,1258.5067610273763
785,5222.0,129855,46796.82109840517,722.9902321145146
786,5224.0,129924,75472.23401108393,712.6004625682856
787,5226.0,130007,55246.101353364116,812.0656043510443
788,5228.0,130087,75101.4199292845,879.6803834701886
789,5230.0,130157,60844.811089781746,709.7896630668171
790,5232.0,130236,62532.87571942502,911.6922056350123
791,5234.0,130309,66290.88294847384,657.4804356570721
792,5236.0,130390,47456.321725635884,648.4741768429295
793,5238.0,130459,76009.48534653497,777.949857344162
794,5242.0,130616,75635.68982383171,778.0638584317276
795,5244.0,130702,55555.79722635226,702.8072352605067
796,5246.0,130771,68282.1757391634,763.2108064056039
797,5248.0,130865,59552.040083231295,706.5775239631105
798,5250.0,130934,61190.970923923895,801.4785102050074
799,5252.0,131018,66491.50358930655,757.4744057440269
800,5254.0,131087,49359.76274986664,734.1173506304158
801,5256.0,131168,72085.00338067084,817.8212741381263
802,5258.0,131237,55789.00525962306,752.8445622215709
803,5262.0,131662,77626.50308864363,858.3891061458971
804,5264.0,131732,61641.943304894536,791.4043123502945
805,5266.0,131812,65462.628901904136,855.0559433971438
806,5268.0,131882,69140.68509507968,735.098953921364
807,5270.0,131965,51439.33216428897,709.1555754778391
808,5272.0,132034,77619.9794898606,745.5980338693731
809,5274.0,132115,54923.84882146182,706.1676551445139
810,5276.0,132184,75547.82746790361,815.1844767710552
811,5278.0,132268,61184.28345815373,790.3046270544472
812,5282.0,132425,62406.306902035314,723.6342262503424
813,5284.0,132496,55624.7039806849,723.6363598127718
814,5286.0,132577,69801.6937386387,648.863171021454
815,5288.0,132660,53018.27720779807,814.1948771963927
816,5290.0,132730,78171.5046843192,813.2659036707522
817,5292.0,132809,54742.96629663957,673.1063935885844
818,5294.0,132882,79710.54929706888,909.4189254144003
819,5296.0,132963,62150.04994735345,756.3330300746019
820,5298.0,133032,65240.912830438225,861.0985994768753
821,5302.0,133453,70396.43895747885,726.2410869532542
822,5304.0,133534,53569.61810642791,761.5018681942018
823,5306.0,133610,77741.8516632902,827.019310777904
824,5308.0,133690,56704.22009300479,837.0403737037624
825,5310.0,133759,77929.6760070366,749.1461859829985
826,5312.0,133840,58996.89012068895,619.4179306540714
827,5314.0,133922,75698.5616909044,735.2090895041464
828,5316.0,133992,65850.39685794477,787.5835561621155
829,5318.0,134072,60267.99521328774,857.8141788198262
830,5322.0,134232,55806.119674608395,788.0021436183422
831,5324.0,134304,79081.59443539646,813.9490882117757
832,5326.0,134385,55321.42978946109,655.495820850484
833,5328.0,134454,78775.18777728018,726.5510243062183
834,5330.0,134537,60171.721790096024,703.12689402815
835,5332.0,134606,67450.4233101674,756.7474924021333
836,5334.0,134687,66675.48350492332,612.8181938968726
837,5336.0,134757,55658.586726614136,701.5916729386907
838,5338.0,134840,73616.90801010498,657.8965717761139
839,5342.0,135251,59628.056242051745,850.5080003738766
840,5344.0,135330,83565.1442238444,829.1943398468079
841,5346.0,135401,63649.723494611026,691.04577733683
842,5348.0,135484,72526.46816712362,868.2759709039094
843,5350.0,135553,71546.68005891221,179.2057255086584
844,5352.0,135634,58534.223841919404,854.1256137775167
845,5354.0,135703,78323.20007311115,739.1711117268708
846,5356.0,135786,55305.06974343832,657.1357105607448
847,5358.0,135855,79155.75349377927,667.5933559345912
848,5362.0,136012,74817.68800316393,835.1267981432292
849,5364.0,136095,66550.11080480117,686.2756088566497
850,5366.0,136167,60275.83941724265,729.8861027711953
851,5368.0,136247,73085.89494055483,727.073498005273
852,5370.0,136316,55459.00904522744,959.7685015829977
853,5372.0,136397,80526.50980244241,709.0530830912828
854,5374.0,136479,58439.26824634161,760.204835102708
855,5376.0,136549,82309.56749968547,736.880600226469
856,5378.0,136628,66161.27514658144,793.1061456132106
857,5382.0,137043,63295.74704988247,783.401948037902
858,5384.0,137114,77245.30720620161,762.6206865117027
859,5386.0,137195,57615.23330982694,769.6851203076047
860,5388.0,137264,82707.27424815026,644.2329404910348
861,5390.0,137344,60257.31590347636,690.6753753202584
862,5392.0,137416,77544.76346720995,684.4060817906333
863,5394.0,137496,68272.06550556706,754.8538916199104
864,5396.0,137568,65551.20317362575,907.1850957611624
865,5398.0,137649,73613.82760639382,695.763154655006
866,5402.0,137808,79930.01379996036,795.7479207584573
867,5404.0,137891,57872.44044825375,846.8433464855121
868,5406.0,137961,87271.86299807193,796.2332435988618
869,5408.0,138040,62791.1806778264,754.1172140539089
870,5410.0,138113,79318.16462985081,802.6985671350657
871,5412.0,138194,70123.87532068747,761.9637166985005
872,5414.0,138263,61481.39653396183,804.7531512505707
873,5416.0,138343,75021.57976419038,711.604173817361
874,5418.0,138415,56068.93808462963,726.1043703020749
875,5422.0,138838,83391.57288022334,573.7909460955929
876,5424.0,138919,59958.48147474006,651.3927873078243
877,5426.0,138988,77545.48809409536,645.7335118287292
878,5428.0,139072,68748.18365929762,695.1027705314815
879,5430.0,139152,70297.74045430901,725.3303766152196
880,5432.0,139222,75828.11014431989,753.9266980686408
881,5434.0,139301,59888.52861473332,924.7850437695615
882,5436.0,139374,82381.83572505026,681.9501465687244
883,5438.0,139455,57144.414965335985,713.9680259792825
884,5442.0,139612,63544.44954840852,737.3626788152513
885,5444.0,139687,76060.8151394125,690.5792957236406
886,5446.0,139768,71152.5107150382,840.7480097935262
887,5448.0,139837,62392.70731006112,819.3333124961156
888,5450.0,139918,75113.62690855734,733.0346052638756
889,5452.0,139990,54415.4243195119,693.007894600806
890,5454.0,140071,85753.19070164912,796.6648870606456
891,5456.0,140140,61325.25376806454,647.3512201893399
892,5458.0,140221,85054.53106836759,872.9601237150362
893,5462.0,140643,70302.87874791406,811.4931161621107
894,5464.0,140727,73166.4922813469,861.1230967104804
895,5466.0,140796,76796.6855102462,744.1778741349914
896,5468.0,140877,56920.00680368685,747.4910947346509
897,5470.0,140946,83565.13043190111,801.446354177131
898,5472.0,141029,57134.60692914913,727.5042463931242
899,5474.0,141098,87873.34943874265,847.7358084596473
900,5476.0,141179,66098.25739787318,757.426710267732
901,5478.0,141248,68804.82851833646,865.9459234579485
902,5482.0,141407,58196.46053289757,751.0108980025307
903,5484.0,141495,73480.83882467367,653.8734799950995
904,5486.0,141563,54506.57017116084,666.4147738423615
905,5488.0,141647,84295.79319287116,735.9835439686502
906,5490.0,141727,57454.60849540252,539.6279246605649
907,5492.0,141797,85414.40386449014,836.7938973909971
908,5494.0,141876,66969.06510502528,758.1844280230811
909,5496.0,141949,72725.60445578842,942.5045186498156
910,5498.0,142030,75012.64750142963,915.3482727951562
911,5502.0,142441,55625.60373443336,828.5332133367792
912,5504.0,142510,84981.60469200982,747.6529307352934
913,5506.0,142593,61478.47226100898,542.6953179641922
914,5508.0,142663,80408.43356219331,873.1601548124889
915,5510.0,142744,69589.15567722388,905.1287752597223
916,5512.0,142813,61582.16747109571,826.6339282142542
917,5514.0,142896,72934.9445191295,675.7124976701984
918,5516.0,142976,55280.8504361606,706.0685225942012
919,5518.0,143047,83470.41498791876,750.7525734173857
920,5522.0,143203,84292.44780542307,905.3102866368461
921,5524.0,143289,62453.0830401025,865.2778689075701
922,5526.0,143358,73367.39120131989,784.8614231350624
923,5528.0,143439,71136.8761710628,960.7488362808392
924,5530.0,143508,55650.16471964808,776.0827428380419
925,5534.0,143933,76388.56436619686,661.6450512544235
926,5536.0,144014,57025.86805295386,1168.8758449875997
927,5538.0,144083,85717.40333392125,901.8863763232235
928,5540.0,144164,67691.76682266123,654.8266729337271
929,5542.0,144246,82652.19034501926,461.7221852395451
930,5544.0,144316,84914.34591577617,730.8082334970615
931,5546.0,144395,67154.52470872935,791.5703381700665
932,5548.0,144466,92882.30304050063,754.9211948986976
933,5550.0,144549,59138.08441116189,814.92225617933
934,5554.0,144706,62404.265585677196,736.4667568197316
935,5556.0,144777,88662.91124740045,738.2446995940182
936,5558.0,144858,74096.36361555263,577.4045273547548
937,5560.0,144930,76586.38063401887,882.3302371633508
938,5562.0,145010,92146.1535781035,792.6495580527114
939,5564.0,145079,62482.75051539873,917.5984169221139
940,5566.0,145160,94015.20607911516,761.4011558237949
941,5568.0,145231,62097.7522255408,697.4523007580979
942,5570.0,145312,91136.90060888256,724.5491004567585
943,5574.0,145724,82337.42908690331,664.6657074990467
944,5576.0,145804,72764.46177747988,726.9127552281004
945,5578.0,145877,96672.67077173073,888.4752696333567
946,5580.0,145957,61518.33294861928,728.2676132967032
947,5582.0,146026,95027.51227831702,834.4711145848161
948,5584.0,146106,64200.31278444331,891.0822527206307
949,5586.0,146178,85819.69084720855,614.1535781740447
950,5588.0,146259,76987.65002407007,732.999857465542
951,5590.0,146328,72115.55319595237,759.0048013820958
952,5594.0,146487,64103.428483342126,9467.280487695209
953,5596.0,146569,93424.64409393194,754.812815941491
954,5598.0,146639,60486.97110751121,793.425398655327
955,5600.0,146723,93522.02213618747,777.527078246477
956,5602.0,146805,63152.582375040736,705.4369232952005
957,5604.0,146875,86255.69753461702,778.7374797310733
958,5606.0,146955,74598.168240511,657.1481299775288
959,5608.0,147025,70250.01472439522,1108.6007380335434
960,5610.0,147108,89932.79267206242,783.9584093351303
961,5614.0,147519,56935.00482898449,791.6001775837673
962,5616.0,147588,82175.79022960657,828.5016078214737
963,5618.0,147669,59625.87498903498,700.7561407928907
964,5620.0,147738,78666.59518942997,678.8091762667688
965,5622.0,147822,64181.939498683736,646.8968427507907
966,5624.0,147891,62692.33974618112,897.9385338731608
967,5626.0,147972,74478.85099589899,758.887034236665
968,5628.0,148041,58066.03566662155,860.964046243677
969,5630.0,148124,78467.36107040304,700.6833078193633
970,5634.0,148280,83228.86201713276,844.1639439875916
971,5636.0,148363,60620.71573761424,698.1104865445457
972,5638.0,148435,73602.46422040208,846.2930579048244
973,5640.0,148516,66450.71301312592,796.0495437012534
974,5642.0,148585,55870.13623450639,723.3808502551257
975,5644.0,148666,75796.4039691803,836.1695322418121
976,5646.0,148737,58929.94928849417,950.0805666692028
977,5648.0,148818,81158.16215982643,761.908752905325
978,5650.0,148887,60274.11514678522,814.662867967661
979,5654.0,149321,80790.36116912474,0.00022319174592243753
980,5656.0,149408,73552.74392574489,660.5565887878166
981,5658.0,149487,78532.17787668951,879.042446693091
982,5660.0,149557,91057.83379642558,788.8696666917249
983,5662.0,149637,65456.11027953913,963.8257226191665
984,5664.0,149710,90303.14695229707,717.379009721782
985,5666.0,149791,61002.34802700685,831.8377376815672
986,5668.0,149860,91260.43656194802,825.2054524275701
987,5670.0,149941,68880.50388847255,711.6904768891643
988,5674.0,150101,79967.66534872867,728.7823453600315
989,5676.0,150172,67134.67761531855,750.490868743569
990,5678.0,150253,91782.0583618213,707.4557932252861
991,5680.0,150322,59186.30074849214,714.5629063432979
992,5682.0,150406,87496.80948843335,582.7986622426521
993,5684.0,150475,65432.613864522755,812.1149816938879
994,5686.0,150556,87318.3340785293,685.5800537183736
995,5688.0,150625,81996.96850180818,689.520358903604
996,5690.0,150708,74333.48865831863,726.5963518052587
997,5694.0,151130,86397.6597687816,662.199788134403
998,5696.0,151212,64771.31786739182,859.5007143632209
999,5698.0,151281,91318.35486854985,751.7366231011274
1000,5700.0,151365,61015.83876502394,860.9531631323664
1001,5702.0,151434,84925.6673624346,717.84148949205
1002,5704.0,151515,70226.69931059638,764.6045360408954
1003,5706.0,151584,73035.2476494189,780.0672489939703
1004,5708.0,151668,86874.93085460456,701.2255594133751
1005,5710.0,151737,63771.4816995098,866.0638668089734
1006,5714.0,151893,58707.594944576034,728.2633864119704
1007,5716.0,151977,90590.20244425889,800.9227055014533
1008,5718.0,152060,59325.51511066901,779.7420181577974
1009,5720.0,152130,83665.82427636144,676.0018972403368
1010,5722.0,152209,72656.22272285294,698.7737738090758
1011,5724.0,152279,70490.01968128612,808.5773526415411
1012,5726.0,152363,68487.76515428507,900.5201107614125
1013,5728.0,152432,58292.358107609274,808.1053262420755
1014,5730.0,152513,70767.93313153001,771.9726164247624
1015,5734.0,152924,53406.00502777054,689.6892176131669
1016,5736.0,152995,79429.33251769302,915.5175123547097
1017,5738.0,153076,61950.75129269099,848.6276657185809
1018,5740.0,153145,63323.5865997151,713.9724915189992
1019,5742.0,153225,67898.90260019772,791.5412916871593
1020,5744.0,153308,57709.12335628422,886.2997352194975
1021,5746.0,153381,74099.46448155807,737.2766881955769
1022,5748.0,153460,51788.65587067047,790.1394913233694
1023,5750.0,153530,75614.82164081899,685.7880685892159
1024,5754.0,153690,75989.07638521797,838.3156719824655
1025,5756.0,153773,60716.548757914396,822.0032012170794
1026,5758.0,153842,62068.541134133266,953.676508717929
1027,5760.0,153926,67421.87268771896,755.7074798413024
1028,5762.0,153995,52923.87634100786,843.2665939596856
1029,5764.0,154076,74908.27089308524,718.8503312244208
1030,5766.0,154145,58428.71076443801,815.4931918690172
1031,5768.0,154229,83531.1037054427,812.2583151706306
1032,5770.0,154298,76532.22773028868,873.484096304501
1033,5774.0,154720,66576.59790874925,864.190678017386
1034,5776.0,154790,89692.82583237399,734.3974268734588
1035,5778.0,154865,57508.05828862876,889.834925965452
1036,5780.0,154943,92067.76607842397,841.5455135112351
1037,5782.0,155024,63516.325061567986,795.9100650348748
1038,5784.0,155093,79921.33030677754,807.0712721896116
1039,5786.0,155177,79534.92829799333,714.1683843861218
1040,5788.0,155246,69319.05649214481,930.6379015789494
1041,5790.0,155326,90152.91512194612,852.1121023977034
1042,5794.0,155483,88939.50518966324,679.2440354208342
1043,5796.0,155558,57001.99837496285,657.3969744597969
1044,5798.0,155638,85382.83703509076,651.3542564971799
1045,5800.0,155707,74600.03735252935,709.0057894207565
1046,5802.0,155788,78596.00507726142,1042.1946686937129
1047,5804.0,155870,81271.1084220431,616.0732644957867
1048,5806.0,155940,63154.15431177259,734.5305646430668
1049,5808.0,156019,87078.02118045524,651.2450302292106
1050,5810.0,156089,56446.840899471,711.7403776929382
1051,5814.0,156518,87224.28982836123,601.5554550974153
1052,5816.0,156598,63247.543189249576,742.5127892376594
1053,5818.0,156667,79273.91119943185,806.1061550391938
1054,5820.0,156748,80419.5410099174,807.9608902822899
1055,5822.0,156819,66519.99775198272,852.3529615915888
1056,5824.0,156900,89592.87606278081,752.0100687364067
1057,5826.0,156969,55116.13189906192,744.9332591934998
1058,5828.0,157050,87711.62832490585,746.8631155706771
1059,5830.0,157132,57483.32153579558,722.8334837838772
1060,5834.0,157292,58286.228276894384,647.7771395364231
1061,5836.0,157363,73668.6878757984,765.5191396020509
1062,5838.0,157443,63276.21297321336,806.8892933856811
1063,5840.0,157516,59693.93596899938,858.0070385887698
1064,5842.0,157596,64182.72347109669,694.4359521208296
1065,5844.0,157665,47877.04302864765,856.8384788667714
1066,5846.0,157746,75469.63173232278,840.7141194194677
1067,5848.0,157819,50187.69490277603,629.7963033527456
1068,5850.0,157899,79651.04127061919,868.8913525209006
1069,5854.0,158310,64314.00235173917,805.0179183501103
